No;Parcela;DAP;AB.m;Biomasa;AB.ha;Biomasa.ha
3;1A;4,042535555;0,001283505;3,208073481;0,128350504;320,8073481
5;1A;2,005352283;0,000315843;0,567434595;0,031584298;56,74345955
7;1A;3,819718634;0,001145916;2,788702408;0,114591559;278,8702408
13;1A;2,832957987;0,000630333;1,332563824;0,063033315;133,2563824
20;1A;2,037183272;0,000325949;0,589951118;0,032594932;58,99511179
22;1A;4,456338407;0,001559718;4,081574133;0,155971844;408,1574133
23;1A;4,870141259;0,001862829;5,082973415;0,186282903;508,2973415
25;1A;2,641972055;0,000548209;1,121469015;0,05482092;112,1469015
29;1A;2,037183272;0,000325949;0,589951118;0,032594932;58,99511179
31;1A;3,023943919;0,000718187;1,565670401;0,071818668;156,5670401
33;1A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
35;1A;3,9152116;0,001203928;2,964154545;0,120392757;296,4154545
37;1A;4,233521486;0,001407646;3,595693935;0,140764589;359,5693935
39;1A;2,960281942;0,000688266;1,485479554;0,068826555;148,5479554
41;1A;9,326479665;0,006831646;25,31484092;0,136632927;506,2968184
43;1A;2,228169203;0,00038993;0,73617755;0,038992961;73,61775504
45;1A;21,70873424;0,037013392;204,1862544;0,740267838;4083,725088
47;1A;4,488169395;0,00158208;4,153992806;0,158207971;415,3992806
49;1A;1,84619734;0,000267699;0,462568319;0,026769861;46,25683189
51;1A;4,13802852;0,001344859;3,398594391;0,134485927;339,8594391
54;1A;4,965634224;0,001936597;5,332811038;0,193659735;533,2811038
58;1A;4,679155327;0,00171959;4,604542087;0,171958958;460,4542087
63;1A;3,819718634;0,001145916;2,788702408;0,114591559;278,8702408
65;1A;3,501408748;0,000962887;2,249192557;0,096288741;224,9192557
69;1A;2,005352283;0,000315843;0,567434595;0,031584298;56,74345955
71;1A;1,591549431;0,000198944;0,320553257;0,019894368;32,05532566
73;1A;1,496056465;0,000175787;0,275105403;0,017578663;27,51054029
75;1A;14,41943784;0,016330013;74,29574978;0,326600267;1485,914996
87;1A;1,878028328;0,000277009;0,482525904;0,027700918;48,25259045
88;1A;4,520000384;0,0016046;4,227170953;0,160460014;422,7170953
89;1A;2,005352283;0,000315843;0,567434595;0,031584298;56,74345955
90;1A;1,336901522;0,000140375;0,208350386;0,014037466;20,8350386
91;1A;5,092958179;0,002037183;5,677090139;0,040743665;113,5418028
93;1A;3,023943919;0,000718187;1,565670401;0,071818668;156,5670401
94;1A;1,750704374;0,000240722;0,405678058;0,024072185;40,56780579
95;1A;1,050422624;8,66599E-05;0,11481358;0,008665987;11,48135798
107;1A;2,76929601;0,000602322;1,259787764;0,060232188;125,9787764
108;1A;41,22113026;0,133453409;995,781172;2,669068184;19915,62344
109;1A;13,05070533;0,013376973;58,06764628;0,267539459;1161,352926
110;1A;1,814366351;0,000258547;0,443110541;0,025854721;44,31105406
111;1A;3,978873577;0,001243398;3,084678844;0,124339799;308,4678844
112;1A;18,52563538;0,026954799;137,9971152;0,539095989;2759,942305
113;1A;8,307888029;0,005420897;19,02234291;0,108417939;380,4468582
114;1A;1,241408556;0,000121037;0,173486608;0,012103733;17,34866083
115;1A;1,14591559;0,000103132;0,142353711;0,01031324;14,23537106
67I;1A;3,055774907;0,000733386;1,606710122;0,073338598;160,6710122
67II;1A;1,973521294;0,000305896;0,545437731;0,03058958;54,54377313
1;1B;7,543944303;0,004469787;14,98816535;0,08939574;299,7633071
2;1B;9,994930426;0,00784602;30,03713269;0,156920408;600,7426539
4;1B;11,4591559;0,01031324;42,10840508;0,206264806;842,1681015
6;1B;14,00563499;0,015406198;69,1380102;0,30812397;1382,760204
8;1B;25,56028386;0,05131227;305,7013982;1,026245397;6114,027964
9;1B;5,952394872;0,002782745;8,345760595;0,055654892;166,9152119
10;1B;11,17267701;0,009804024;39,55480042;0,196080481;791,0960083
11;1B;8,244226052;0,005338136;18,66418497;0,106762727;373,2836993
12;1B;10,3450713;0,00840537;32,70461927;0,168107409;654,0923854
14;1B;15,82000134;0,019656352;93,42044879;0,393127033;1868,408976
15;1B;5,252113122;0,002166497;6,125593015;0,043329933;122,5118603
16;1B;15,05605762;0,017803788;82,66605097;0,356075763;1653,321019
17;1B;17,63436769;0,024423599;122,1681342;0,488471985;2443,362685
18;1B;16,29746617;0,020860757;100,5428951;0,417215134;2010,857901
19;1B;12,35042358;0,011979911;50,66972026;0,239598218;1013,394405
21;1B;14,96056465;0,017578663;81,37652113;0,351573269;1627,530423
24;1B;8,880845825;0,00619439;22,4302079;0,123887799;448,604158
26;1B;8,817183847;0,0061059;22,03498819;0,122117996;440,6997638
27;1B;18,30281846;0,026310302;133,9320625;0,526206031;2678,641251
28;1B;15,02422663;0,017728587;82,23486643;0,354571748;1644,697329
30;1B;6,366197724;0,003183099;9,853497983;0,063661977;197,0699597
32;1B;9,931268449;0,007746389;29,56659514;0,154927788;591,3319029
34;1B;25,91042474;0,052727714;316,1536624;1,054554287;6323,073249
36;1B;24,44619926;0,046936703;273,8248683;0,938734052;5476,497365
40;1B;20,27633975;0,032290071;172,4939431;0,645801421;3449,878862
42;1B;9,549296586;0,007161972;26,83563851;0,143239449;536,7127703
44;1B;10,50422624;0,008665987;33,96200004;0,173319733;679,2400008
46;1B;7,957747155;0,004973592;17,10232181;0,099471839;342,0464362
48;1B;11,93662073;0,011190582;46,57754298;0,223811639;931,5508596
50;1B;12,79605742;0,012860038;55,30799181;0,257200754;1106,159836
52;1B;5,76140894;0,002607038;7,699616087;0,052140751;153,9923217
53;1B;5,315775099;0,002219336;6,310702585;0,044386722;126,2140517
55;1B;8,594366927;0,005801198;20,68450699;0,116023954;413,6901397
56;1B;10,09042339;0,007996661;30,75124828;0,159933211;615,0249655
57;1B;9,262817688;0,0067387;24,88999954;0,134773997;497,7999907
59;1B;8,721690881;0,005974358;21,44998306;0,119487165;428,9996611
60;1B;17,02957891;0,022777062;112,0746801;0,455541236;2241,493603
61;1B;7,098310462;0,003957308;12,89456303;0,079146162;257,8912606
62;1B;8,912676813;0,006238874;22,62938796;0,124777475;452,5877593
64;1B;6,68450761;0,003509366;11,11601669;0,07018733;222,3203337
66;1B;25,27380496;0,050168503;297,3046995;1,003370057;5946,093991
68;1B;10,75887415;0,009091249;36,03283883;0,181824973;720,6567765
70;1B;34,21831276;0,091961716;628,5728635;1,839234311;12571,45727
72;1B;18,87577625;0,027983338;144,5318162;0,559666766;2890,636324
74;1B;6,302535746;0,003119755;9,611806027;0,062395104;192,2361205
76;1B;8,371550007;0,005504294;19,38456088;0,110085883;387,6912175
77;1B;5,634084985;0,002493083;7,285967906;0,049861652;145,7193581
78;1B;12,44591655;0,012165883;51,64331123;0,243317669;1032,866225
79;1B;12,95521237;0,013181929;57,02339862;0,263638572;1140,467972
80;1B;16,83859298;0,022269039;108,9944234;0,445380784;2179,888468
81;1B;15,9473253;0,019974025;95,28934316;0,399480499;1905,786863
82;1B;5,570423008;0,00243706;7,084224752;0,048741201;141,684495
83;1B;8,339719018;0,005462516;19,20294348;0,109250319;384,0588695
84;1B;13,78281807;0,014919901;66,45182376;0,298398011;1329,036475
85;1B;14,64225476;0,016838593;77,16492081;0,33677186;1543,298416
86;1B;6,46169069;0,003279308;10,22275664;0,06558616;204,4551329
92;1B;9,994930426;0,00784602;30,03713269;0,156920408;600,7426539
96;1B;16,07464925;0,020294245;97,18031625;0,405884894;1943,606325
97;1B;6,270704758;0,003088322;9,492297861;0,061766442;189,8459572
98;1B;21,13577644;0,035085389;191,1272613;0,701707778;3822,545227
99;1B;9,485634608;0,007066798;26,39573145;0,141335956;527,9146291
100;1B;13,11436731;0,013507798;58,77008699;0,270155967;1175,40174
101;1B;16,13831123;0,020455309;98,13410822;0,40910619;1962,682164
102;1B;9,040000768;0,006418401;23,43661744;0,128368011;468,7323488
103;1B;17,22056484;0,023290814;115,2061742;0,465816279;2304,123485
104;1B;9,008169779;0,00637328;23,23323017;0,127465602;464,6646033
105;1B;29,41183348;0,067941335;432,4349168;1,358826707;8648,698335
106;1B;8,594366927;0,005801198;20,68450699;0,116023954;413,6901397
116;1B;10,88619811;0,009307699;37,09572136;0,186153988;741,9144273
117;1B;13,36901522;0,014037466;61,63030391;0,28074932;1232,606078
118;1B;11,23633898;0,009916069;40,11405907;0,198321383;802,2811815
119;1B;7,002817496;0,00385155;12,47015228;0,077030992;249,4030457
38I;1B;7,894085177;0,004894333;16,76622987;0,097886656;335,3245973
38II;1B;6,525352667;0,003344243;10,47343408;0,066884865;209,4686815
38III;1B;6,525352667;0,003344243;10,47343408;0,066884865;209,4686815
1;2A;10,50422624;0,008665987;33,96200004;0,173319733;679,2400008
2;2A;3,342253805;0,000877342;2,00495242;0,087734162;200,495242
3;2A;29,28450953;0,067354372;427,8238918;1,347087438;8556,477837
4;2A;18,39831142;0,02658556;135,6653693;0,5317112;2713,307387
5;2A;9,326479665;0,006831646;25,31484092;0,136632927;506,2968184
6;2A;2,705634033;0,000574947;1,189431616;0,057494723;118,9431616
7;2A;2,960281942;0,000688266;1,485479554;0,068826555;148,5479554
8;2A;19,73521294;0,03058958;161,3411609;0,611791601;3226,823218
9;2A;5,952394872;0,002782745;8,345760595;0,055654892;166,9152119
10;2A;1,814366351;0,000258547;0,443110541;0,025854721;44,31105406
11;2A;1,273239545;0,000127324;0,18468667;0,012732395;18,46866702
12;2A;2,196338215;0,000378868;0,710462919;0,037886834;71,04629191
13;2A;1,018591636;8,14873E-05;0,106407174;0,008148733;10,6407174
14;2A;1,527887454;0,000183346;0,289796016;0,018334649;28,97960157
15;2A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
16;2A;14,03746598;0,015476306;69,52693224;0,309526125;1390,538645
17;2A;4,360845441;0,00149359;3,868849485;0,149358956;386,8849485
18;2A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
19;2A;7,734930234;0,00469897;15,94330722;0,093979402;318,8661444
20;2A;3,055774907;0,000733386;1,606710122;0,073338598;160,6710122
21;2A;5,283944111;0,002192837;6,217737717;0,043856736;124,3547543
22;2A;18,78028328;0,027700918;142,7317641;0,554018357;2854,635282
23;2A;4,13802852;0,001344859;3,398594391;0,134485927;339,8594391
24;2A;15,91549431;0,019894368;94,82005293;0,397887358;1896,401059
25;2A;1,400563499;0,000154062;0,233731301;0,015406198;23,37313009
26;2A;8,912676813;0,006238874;22,62938796;0,124777475;452,5877593
27;2A;7,098310462;0,003957308;12,89456303;0,079146162;257,8912606
28;2A;2,005352283;0,000315843;0,567434595;0,031584298;56,74345955
29;2A;2,832957987;0,000630333;1,332563824;0,063033315;133,2563824
30;2A;2,76929601;0,000602322;1,259787764;0,060232188;125,9787764
31;2A;6,429859701;0,003247079;10,09877152;0,064941583;201,9754304
32;2A;6,843662553;0,003678469;11,78150433;0,073569372;235,6300866
33;2A;2,864788976;0,000644578;1,369867473;0,064457752;136,9867473
34;2A;2,419155135;0,000459639;0,902060569;0,045963948;90,20605689
35;2A;3,246760839;0,000827924;1,86636395;0,082792401;186,636395
36;2A;1,432394488;0,000161144;0,247077634;0,016114438;24,70776342
37;2A;5,252113122;0,002166497;6,125593015;0,043329933;122,5118603
38;2A;1,718873385;0,000232048;0,387695083;0,023204791;38,76950832
39;2A;5,124789168;0,002062728;5,765169129;0,041254553;115,3033826
40;2A;1,878028328;0,000277009;0,482525904;0,027700918;48,25259045
41;2A;1,591549431;0,000198944;0,320553257;0,019894368;32,05532566
42;2A;2,482817112;0,000484149;0,961858254;0,048414934;96,18582536
43;2A;1,050422624;8,66599E-05;0,11481358;0,008665987;11,48135798
44;2A;8,658028904;0,00588746;21,06517515;0,117749193;421,3035031
45;2A;1,655211408;0,000215177;0,353174692;0,021517748;35,31746918
46;2A;8,085071109;0,00513402;17,78645617;0,102680403;355,7291234
47;2A;5,220282133;0,002140316;6,034266147;0,042806313;120,6853229
48;2A;4,13802852;0,001344859;3,398594391;0,134485927;339,8594391
49;2A;2,641972055;0,000548209;1,121469015;0,05482092;112,1469015
50;2A;21,16760743;0,035191147;191,8393076;0,703822947;3836,786152
51;2A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
52;2A;1,559718442;0,000191066;0,304943813;0,019106551;30,49438131
53;2A;1,14591559;0,000103132;0,142353711;0,01031324;14,23537106
54;2A;28,64788976;0,064457752;405,2085062;1,289155039;8104,170124
55;2A;1,305070533;0,00013377;0,196306293;0,013376973;19,63062933
56;2A;1,432394488;0,000161144;0,247077634;0,016114438;24,70776342
57;2A;2,705634033;0,000574947;1,189431616;0,057494723;118,9431616
58;2A;2,99211293;0,000703147;1,525261257;0,070314654;152,5261257
59;2A;2,928450953;0,000673544;1,446322139;0,067354372;144,6322139
60;2A;5,06112719;0,002011798;5,589817216;0,040235961;111,7963443
1;2B;31,7;0,078923876;520,3793869;1,578477521;10407,58774
2;2B;29,4;0,067886676;432,0051276;1,357733513;8640,102552
3;2B;34,3;0,092401309;632,2872418;1,848026171;12645,74484
4;2B;10,8;0,009160884;36,37414117;0,183217684;727,4828233
5;2B;24,6;0,047529155;278,1014785;0,950583105;5562,029571
6;2B;28,3;0,062901754;393,1578309;1,25803507;7863,156618
7;2B;11,1;0,009676891;38,92205202;0,193537815;778,4410403
8;2B;11,6;0,010568318;43,39886179;0,211366354;867,9772358
9;2B;12,5;0,012271846;52,19961385;0,245436926;1043,992277
10;2B;18,1;0,025730429;130,2945969;0,514608585;2605,891938
11;2B;24,3;0,046376976;269,7961514;0,927539523;5395,923028
12;2B;7,4;0,00430084;14,29138199;0,086016807;285,8276399
13;2B;6,8;0,003631681;11,5966399;0,072633622;231,9327979
14;2B;5,3;0,002206183;6,264527527;0,044123669;125,2905505
15;2B;23,4;0,043005262;245,7734873;0,860105237;4915,469746
16;2B;19,2;0,028952918;150,7439824;0,579058358;3014,879647
17;2B;16,3;0,020867244;100,5815256;0,417344876;2011,630512
18;2B;24,4;0,046759465;272,5479433;0,935189301;5450,958865
19;2B;9,7;0,007389811;27,89430874;0,147796226;557,8861749
20;2B;15,8;0,01960668;93,12886499;0,392133595;1862,5773
21;2B;6,6;0,003421194;10,77198433;0,068423888;215,4396865
22;2B;11,3;0,010028749;40,6779897;0,200574983;813,559794
23;2B;36,3;0,103491131;727,3306991;2,069822612;14546,61398
24;2B;7,8;0,004778362;16,27677692;0,095567249;325,5355384
25;2B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
26;2B;10,1;0,008011847;30,82341565;0,160236933;616,468313
27;2B;14,3;0,016060607;72,78434813;0,321212141;1455,686963
28;2B;6,8;0,003631681;11,5966399;0,072633622;231,9327979
29;2B;22,2;0,038707563;215,7947368;0,774151262;4315,894735
30;2B;7,5;0,004417865;14,77335146;0,088357293;295,4670293
31;2B;26,3;0,054325206;328,0298026;1,086504111;6560,596053
32;2B;9,2;0,00664761;24,47498135;0,132952201;489,499627
33;2B;19,8;0,03079075;162,6530956;0,615814992;3253,061913
34;2B;22,5;0,039760782;223,0723027;0,79521564;4461,446054
35;2B;7,8;0,004778362;16,27677692;0,095567249;325,5355384
36;2B;11,4;0,010207035;41,5733035;0,204140691;831,46607
37;2B;11,9;0,011122023;46,2252416;0,222440468;924,5048321
38;2B;27,6;0,05982849;369,5634306;1,19656981;7391,268612
39;2B;11,3;0,010028749;40,6779897;0,200574983;813,559794
40;2B;28,1;0,062015824;386,3278033;1,240316488;7726,556066
41;2B;23,4;0,043005262;245,7734873;0,860105237;4915,469746
42;2B;14,2;0,015836769;71,53311661;0,316735371;1430,662332
43;2B;19;0,028352874;146,8935735;0,567057474;2937,87147
44;2B;13,1;0,013478218;58,61111991;0,269564358;1172,222398
45;2B;18,78028328;0,027700918;142,7317641;0,554018357;2854,635282
46;2B;7,480282325;0,004394666;14,6775646;0,087893317;293,5512919
47;2B;5,092958179;0,002037183;5,677090139;0,040743665;113,5418028
48;2B;29,85746732;0,070015761;448,8058678;1,400315217;8976,117356
49;2B;5,888732894;0,002723539;8,126932518;0,054470779;162,5386504
;2B;5,3;0,002206183;6,264527527;0,044123669;125,2905505
1;3A;1,14591559;0,000103132;0,142353711;0,01031324;14,23537106
2;3A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
3;3A;4,042535555;0,001283505;3,208073481;0,128350504;320,8073481
4;3A;1,782535363;0,000249555;0,424148492;0,024955495;42,41484922
5;3A;2,419155135;0,000459639;0,902060569;0,045963948;90,20605689
6;3A;1,082253613;9,19916E-05;0,123603201;0,009199156;12,36032006
7;3A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
8;3A;1,84619734;0,000267699;0,462568319;0,026769861;46,25683189
9;3A;14,00563499;0,015406198;69,1380102;0,30812397;1382,760204
10;3A;37,84704547;0,112500343;806,3427315;2,250006853;16126,85463
11;3A;1,814366351;0,000258547;0,443110541;0,025854721;44,31105406
12;3A;9,230986699;0,006692465;24,67918227;0,133849307;493,5836454
13;3A;2,705634033;0,000574947;1,189431616;0,057494723;118,9431616
14;3A;4,61549335;0,001673116;4,451287508;0,167311634;445,1287508
15;3A;1,050422624;8,66599E-05;0,11481358;0,008665987;11,48135798
16;3A;1,336901522;0,000140375;0,208350386;0,014037466;20,8350386
17;3A;1,655211408;0,000215177;0,353174692;0,021517748;35,31746918
18;3A;40,96648235;0,131809657;980,6497052;2,636193139;19612,9941
19;3A;30,52591809;0,073185889;474,044477;1,463717772;9480,889539
20;3A;8,562535938;0,005758305;20,49572081;0,115166108;409,9144163
21;3A;3,310422816;0,00086071;1,958099219;0,086070993;195,8099219
22;3A;6,143380803;0,002964181;9,023134338;0,059283625;180,4626868
23;3A;14,29211389;0,016042898;72,68520528;0,320857957;1453,704106
24;3A;11,84112777;0,011012249;45,66220896;0,220244976;913,2441793
25;3A;2,737465021;0,000588555;1,224308841;0,058855498;122,4308841
26;3A;2,005352283;0,000315843;0,567434595;0,031584298;56,74345955
27;3A;29,41183348;0,067941335;432,4349168;1,358826707;8648,698335
28;3A;2,864788976;0,000644578;1,369867473;0,064457752;136,9867473
29;3A;10,02676141;0,007896075;30,27406166;0,157921492;605,4812332
30;3A;1,84619734;0,000267699;0,462568319;0,026769861;46,25683189
31;3A;4,074366543;0,001303797;3,270853914;0,130379729;327,0853914
32;3A;2,355493158;0,000435766;0,844533521;0,043576623;84,4533521
33;3A;3,055774907;0,000733386;1,606710122;0,073338598;160,6710122
34;3A;1,177746579;0,000108942;0,152325206;0,010894156;15,23252056
35;3A;1,305070533;0,00013377;0,196306293;0,013376973;19,63062933
36;3A;2,132676237;0,000357223;0,660657166;0,035722327;66,06571662
37;3A;1,718873385;0,000232048;0,387695083;0,023204791;38,76950832
1;3B;17;0,022698007;111,5942796;0,453960138;2231,885592
2;3B;20,5;0,033006358;177,233755;0,660127156;3544,6751
3;3B;6,9;0,003739281;12,02260978;0,074785613;240,4521956
4;3B;8,7;0,005944679;21,31840563;0,118893574;426,3681126
5;3B;9;0,006361725;23,18119867;0,127234502;463,6239734
6;3B;6,7;0,003525652;11,17978587;0,070513047;223,5957175
7;3B;16,2;0,020611989;99,06363256;0,412239788;1981,272651
8;3B;28;0,061575216;382,9394803;1,23150432;7658,789607
9;3B;11,4;0,010207035;41,5733035;0,204140691;831,46607
10;3B;12,2;0,011689866;49,15840573;0,233797325;983,1681147
11;3B;9,4;0,006939778;25,81080646;0,138795563;516,2161293
12;3B;24,8;0,048305129;283,7218294;0,966102573;5674,436588
13;3B;21,9;0,037668481;208,6604098;0,753369626;4173,208195
14;3B;28,9;0,06559724;414,0771043;1,3119448;8281,542086
15;3B;9,1;0,006503882;23,82286165;0,130077644;476,457233
16;3B;11,6;0,010568318;43,39886179;0,211366354;867,9772358
17;3B;24,2;0,045996058;267,0609672;0,919921161;5341,219343
18;3B;8,5;0,005674502;20,12782341;0,113490035;402,5564683
19;3B;12,9;0,013069811;56,42477323;0,261396217;1128,495465
20;3B;8,7;0,005944679;21,31840563;0,118893574;426,3681126
21;3B;13,4;0,014102609;61,98385811;0,282052188;1239,677162
22;3B;19,4;0,029559245;154,6538453;0,591184906;3093,076906
23;3B;6,1;0,002922467;8,866509229;0,058449331;177,3301846
24;3B;8,4;0,005541769;19,54774945;0,110835389;390,9549891
25;3B;13,1;0,013478218;58,61111991;0,269564358;1172,222398
26;3B;8,9;0,006221139;22,54993813;0,124422777;450,9987625
27;3B;27;0,057255526;350,0277766;1,145110522;7000,555533
28;3B;17,6;0,024328494;121,580647;0,48656987;2431,612941
29;3B;9,4;0,006939778;25,81080646;0,138795563;516,2161293
30;3B;24,6;0,047529155;278,1014785;0,950583105;5562,029571
31;3B;8;0,005026548;17,32758373;0,100530965;346,5516745
32;3B;5,4;0,002290221;6,560661469;0,045804421;131,2132294
33;3B;45,4;0,161883128;1264,118132;3,237662557;25282,36263
34;3B;31,5;0,077931133;512,30433;1,558622655;10246,0866
35;3B;10,6;0,008824734;34,73229181;0,176494675;694,6458363
36;3B;7,3;0,004185387;13,81889877;0,083707736;276,3779754
37;3B;16,2;0,020611989;99,06363256;0,412239788;1981,272651
38;3B;34,2;0,091863311;627,7419559;1,837266216;12554,83912
39;3B;7,5;0,004417865;14,77335146;0,088357293;295,4670293
40;3B;26,4;0,05473911;331,1204102;1,094782208;6622,408205
41;3B;19,8;0,03079075;162,6530956;0,615814992;3253,061913
42;3B;16,5;0,021382465;103,6586323;0,4276493;2073,172646
43;3B;15,7;0,019359279;91,67917346;0,387185587;1833,583469
44;3B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
45;3B;12,9;0,013069811;56,42477323;0,261396217;1128,495465
46;3B;20,7;0,033653526;181,5370909;0,673070518;3630,741819
47;3B;7,8;0,004778362;16,27677692;0,095567249;325,5355384
48;3B;13,9;0,015174678;67,85661943;0,303493558;1357,132389
49;3B;10,6;0,008824734;34,73229181;0,176494675;694,6458363
50;3B;24,3;0,046376976;269,7961514;0,927539523;5395,923028
51;3B;17,2;0,023235219;114,8665138;0,464704385;2297,330276
52;3B;10,3;0,008332289;32,35366098;0,166645782;647,0732196
53;3B;14,8;0,017203361;79,23541682;0,344067227;1584,708336
54;3B;17,6;0,024328494;121,580647;0,48656987;2431,612941
55;3B;18,9;0,028055208;144,990573;0,561104156;2899,81146
56;3B;25,9;0,052685294;315,8394431;1,053705884;6316,788861
57;3B;11,4;0,010207035;41,5733035;0,204140691;831,46607
58;3B;25,2;0,049875925;295,1639981;0,997518499;5903,279962
59;3B;7,6;0,00453646;15,26486735;0,090729196;305,297347
60;3B;5,2;0,002123717;5,976499813;0,042474333;119,5299963
61;3B;19,2;0,028952918;150,7439824;0,579058358;3014,879647
62;3B;6,9;0,003739281;12,02260978;0,074785613;240,4521956
1;4A;21,58141028;0,03658049;201,2398043;0,731609809;4024,796086
2;4A;18,93943823;0,028172414;145,7393187;0,563448287;2914,786374
3;4A;8,180564075;0,005256012;18,31007235;0,105120248;366,2014471
4;4A;2,355493158;0,000435766;0,844533521;0,043576623;84,4533521
5;4A;3,596901714;0,001016125;2,40382112;0,101612473;240,382112
6;4A;5,188451145;0,002114294;5,943754775;0,042285877;118,8750955
7;4A;26,45155154;0,054953098;332,72041;1,099061967;6654,408199
8;4A;14,19662092;0,015829232;71,49106201;0,316584647;1429,82124
9;4A;2,355493158;0,000435766;0,844533521;0,043576623;84,4533521
10;4A;2,641972055;0,000548209;1,121469015;0,05482092;112,1469015
11;4A;3,756056657;0,001108037;2,675258501;0,110803671;267,5258501
12;4A;1,432394488;0,000161144;0,247077634;0,016114438;24,70776342
13;4A;2,196338215;0,000378868;0,710462919;0,037886834;71,04629191
14;4A;1,750704374;0,000240722;0,405678058;0,024072185;40,56780579
15;4A;7,352958371;0,004246333;14,06794025;0,084926669;281,358805
16;4A;1,496056465;0,000175787;0,275105403;0,017578663;27,51054029
17;4A;3,374084794;0,000894132;2,052466634;0,089413247;205,2466634
18;4A;1,336901522;0,000140375;0,208350386;0,014037466;20,8350386
19;4A;8,594366927;0,005801198;20,68450699;0,116023954;413,6901397
20;4A;12,25493062;0,011795371;49,70713994;0,235907414;994,1427988
21;4A;3,278591828;0,000844237;1,911904058;0,08442374;191,1904058
22;4A;16,32929716;0,020942324;101,0288296;0,418846472;2020,576593
23;4A;18,97126922;0,028267191;146,3453139;0,565343823;2926,906278
24;4A;18,36648043;0,026493648;135,086126;0,52987296;2701,722519
25;4A;6,366197724;0,003183099;9,853497983;0,063661977;197,0699597
26;4A;31,70366466;0,078942125;520,5280505;1,5788425;10410,56101
27;4A;1,305070533;0,00013377;0,196306293;0,013376973;19,63062933
28;4A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
29;4A;1,241408556;0,000121037;0,173486608;0,012103733;17,34866083
30;4A;23,90507245;0,044881774;259,0905644;0,897635471;5181,811288
31;4A;12,44591655;0,012165883;51,64331123;0,243317669;1032,866225
32;4A;4,106197532;0,001324249;3,334359996;0,13242487;333,4359996
33;4A;8,403380995;0,005546231;19,56719694;0,110924629;391,3439387
34;4A;9,89943746;0,007696813;29,33298323;0,153936253;586,6596647
35;4A;3,947042589;0,001223583;3,024059255;0,12235832;302,4059255
36;4A;4,265352475;0,001428893;3,662868011;0,142889308;366,2868011
37;4A;7,034648485;0,003886643;12,61068335;0,077732866;252,2136671
38;4A;3,469577759;0,00094546;2,19900486;0,094545994;219,900486
39;4A;1,050422624;8,66599E-05;0,11481358;0,008665987;11,48135798
40;4A;8,880845825;0,00619439;22,4302079;0,123887799;448,604158
41;4A;1,527887454;0,000183346;0,289796016;0,018334649;28,97960157
42;4A;5,156620156;0,002088431;5,854056554;0,041768623;117,0811311
43;4A;1,177746579;0,000108942;0,152325206;0,010894156;15,23252056
1;4B;11,5;0,010386891;42,48024489;0,207737814;849,6048977
2;4B;20,6;0,033329156;179,3777407;0,666583129;3587,554814
3;4B;14,5;0,016512996;75,32566625;0,330259928;1506,513325
4;4B;14,5;0,016512996;75,32566625;0,330259928;1506,513325
5;4B;26,5;0,055154586;334,2282867;1,10309172;6684,565733
6;4B;34,7;0,094569007;650,6640025;1,891380149;13013,28005
7;4B;5,5;0,002375829;6,864973322;0,047516589;137,2994664
8;4B;14,2;0,015836769;71,53311661;0,316735371;1430,662332
9;4B;14,6;0,016741547;76,61583777;0,334830945;1532,316755
10;4B;10;0,007853982;30,07479309;0,157079633;601,4958618
11;4B;11,1;0,009676891;38,92205202;0,193537815;778,4410403
12;4B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
13;4B;18,3;0,026302199;133,8811058;0,526043982;2677,622117
14;4B;15,3;0,018385386;86,0151941;0,367707712;1720,303882
15;4B;5;0,001963495;5,424472713;0,039269908;108,4894543
16;4B;6,7;0,003525652;11,17978587;0,070513047;223,5957175
17;4B;12,6;0,012468981;53,23757503;0,249379625;1064,751501
18;4B;11,1;0,009676891;38,92205202;0,193537815;778,4410403
19;4B;18,2;0,026015529;132,0806045;0,520310575;2641,61209
20;4B;5,9;0,002733971;8,165409485;0,05467942;163,3081897
21;4B;9,7;0,007389811;27,89430874;0,147796226;557,8861749
22;4B;5,3;0,002206183;6,264527527;0,044123669;125,2905505
23;4B;17,6;0,024328494;121,580647;0,48656987;2431,612941
24;4B;22,4;0,039408138;220,6304757;0,788162765;4412,609515
25;4B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
26;4B;16,5;0,021382465;103,6586323;0,4276493;2073,172646
27;4B;6,8;0,003631681;11,5966399;0,072633622;231,9327979
28;4B;8,8;0,006082123;21,92902542;0,121642468;438,5805084
29;4B;11,1;0,009676891;38,92205202;0,193537815;778,4410403
30;4B;39;0,119459061;868,4069532;2,389181213;17368,13906
31;4B;5,4;0,002290221;6,560661469;0,045804421;131,2132294
32;4B;5;0,001963495;5,424472713;0,039269908;108,4894543
33;4B;10,2;0,008171282;31,58302125;0,16342565;631,6604251
