No;Parcela;DAP;AB.m;Biomasa;AB.ha;Biomasa.ha
43;8B;6,6;0,003421194;10,77198433;0,068423888;215,4396865
44;8B;16,4;0,021124069;102,1131789;0,42248138;2042,263579
45;8B;5;0,001963495;5,424472713;0,039269908;108,4894543
46;8B;18,2;0,026015529;132,0806045;0,520310575;2641,61209
47;8B;20,6;0,033329156;179,3777407;0,666583129;3587,554814
48;8B;5,4;0,002290221;6,560661469;0,045804421;131,2132294
49;8B;17;0,022698007;111,5942796;0,453960138;2231,885592
50;8B;13,4;0,014102609;61,98385811;0,282052188;1239,677162
51;8B;8,6;0,005808805;20,71802349;0,116176096;414,3604698
52;8B;17;0,022698007;111,5942796;0,453960138;2231,885592
53;8B;13,4;0,014102609;61,98385811;0,282052188;1239,677162
54;8B;8,6;0,005808805;20,71802349;0,116176096;414,3604698
55;8B;17;0,022698007;111,5942796;0,453960138;2231,885592
56;8B;11;0,009503318;38,06133115;0,190066356;761,226623
57;8B;8;0,005026548;17,32758373;0,100530965;346,5516745
58;8B;6,7;0,003525652;11,17978587;0,070513047;223,5957175
59;8B;8,1;0,005152997;17,86771966;0,103059947;357,3543931
60;8B;6,2;0,003019071;9,230017255;0,060381411;184,6003451
61;8B;16,9;0,022431757;109,9792352;0,448635139;2199,584704
62;8B;29,5;0,068349275;435,6451161;1,366985503;8712,902322
63;8B;31,3;0,076944673;504,3043406;1,538893453;10086,08681
64;8B;12,2;0,011689866;49,15840573;0,233797325;983,1681147
65;8B;18,4;0,02659044;135,6961384;0,531808804;2713,922768
66;8B;10,2;0,008171282;31,58302125;0,16342565;631,6604251
67;8B;39,7;0,123785819;907,4317912;2,475716383;18148,63582
68;8B;6,4;0,003216991;9,983282574;0,064339818;199,6656515
69;8B;25,1;0,04948087;292,2781932;0,989617394;5845,563863
70;8B;8,3;0,005410608;18,97774533;0,108212159;379,5549066
71;8B;8,7;0,005944679;21,31840563;0,118893574;426,3681126
72;8B;24,6;0,047529155;278,1014785;0,950583105;5562,029571
73;8B;18,8;0,027759113;143,1023263;0,555182254;2862,046525
74;8B;11,9;0,011122023;46,2252416;0,222440468;924,5048321
75;8B;16,5;0,021382465;103,6586323;0,4276493;2073,172646
76;8B;11,2;0,009852035;39,79425533;0,197040691;795,8851066
77;8B;14,3;0,016060607;72,78434813;0,321212141;1455,686963
78;8B;17,8;0,024884555;125,0231606;0,497691108;2500,463213
79;8B;10,8;0,009160884;36,37414117;0,183217684;727,4828233
1;9A;3,119436885;0,000764262;1,690693744;0,076426204;169,0693744
2;9A;1,718873385;0,000232048;0,387695083;0,023204791;38,76950832
3;9A;6,429859701;0,003247079;10,09877152;0,064941583;201,9754304
4;9A;2,196338215;0,000378868;0,710462919;0,037886834;71,04629191
5;9A;3,533239737;0,000980474;2,300055911;0,098047403;230,0055911
6;9A;2,673803044;0,000561499;1,155152783;0,056149864;115,5152783
7;9A;1,14591559;0,000103132;0,142353711;0,01031324;14,23537106
8;9A;3,087605896;0,000748744;1,648383536;0,074874443;164,8383536
9;9A;1,273239545;0,000127324;0,18468667;0,012732395;18,46866702
10;9A;1,082253613;9,19916E-05;0,123603201;0,009199156;12,36032006
11;9A;2,355493158;0,000435766;0,844533521;0,043576623;84,4533521
12;9A;2,100845249;0,000346639;0,636558582;0,034663947;63,65585817
13;9A;5,570423008;0,00243706;7,084224752;0,048741201;141,684495
14;9A;3,978873577;0,001243398;3,084678844;0,124339799;308,4678844
15;9A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
16;9A;14,29211389;0,016042898;72,68520528;0,320857957;1453,704106
17;9A;2,99211293;0,000703147;1,525261257;0,070314654;152,5261257
18;9A;2,514648101;0,000496643;0,992617335;0,0496643;99,26173347
19;9A;19,13042416;0,028743462;149,3977762;0,574869246;2987,955524
20;9A;1,909859317;0,000286479;0,502987338;0,02864789;50,2987338
21;9A;2,164507226;0,000367966;0,685290697;0,036796623;68,52906967
22;9A;1,878028328;0,000277009;0,482525904;0,027700918;48,25259045
23;9A;2,99211293;0,000703147;1,525261257;0,070314654;152,5261257
24;9A;3,278591828;0,000844237;1,911904058;0,08442374;191,1904058
25;9A;1,368732511;0,000147139;0,220823794;0,014713874;22,08237936
26;9A;1,432394488;0,000161144;0,247077634;0,016114438;24,70776342
27;9A;2,832957987;0,000630333;1,332563824;0,063033315;133,2563824
28;9A;1,336901522;0,000140375;0,208350386;0,014037466;20,8350386
29;9A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
30;9A;1,273239545;0,000127324;0,18468667;0,012732395;18,46866702
31;9A;3,119436885;0,000764262;1,690693744;0,076426204;169,0693744
32;9A;5,220282133;0,002140316;6,034266147;0,042806313;120,6853229
33;9A;5,029296202;0,001986572;5,503347983;0,03973144;110,0669597
34;9A;2,960281942;0,000688266;1,485479554;0,068826555;148,5479554
35;9A;9,963099438;0,007796125;29,80131108;0,155922506;596,0262215
36;9A;6,652676621;0,003476024;10,98567599;0,069520471;219,7135197
37;9A;12,38225457;0,012041743;50,9930252;0,240834851;1019,860504
38;9A;1,464225476;0,000168386;0,260867463;0,016838593;26,08674631
39;9A;3,278591828;0,000844237;1,911904058;0,08442374;191,1904058
40;9A;8,75352187;0,006018046;21,64394388;0,120360926;432,8788776
41;9A;20,37183272;0,032594932;174,5082761;0,651898647;3490,165523
42;9A;7,448451337;0,004357344;14,52371427;0,087146881;290,4742855
43;9A;9,581127574;0,007209798;27,05721691;0,14419597;541,1443383
44;9A;3,21492985;0,00081177;1,821475891;0,081176979;182,1475891
45;9A;2,546479089;0,000509296;1,023954527;0,050929582;102,3954527
46;9A;7,130141451;0,003992879;13,03791562;0,079857584;260,7583124
47;9A;2,196338215;0,000378868;0,710462919;0,037886834;71,04629191
48;9A;1,273239545;0,000127324;0,18468667;0,012732395;18,46866702
49;9A;8,05324012;0,005093674;17,6139241;0,101873488;352,278482
50;9A;12,5732405;0,012416075;52,95862931;0,2483215;1059,172586
51;9A;1,464225476;0,000168386;0,260867463;0,016838593;26,08674631
52;9A;1,591549431;0,000198944;0,320553257;0,019894368;32,05532566
53;9A;3,819718634;0,001145916;2,788702408;0,114591559;278,8702408
54;9A;2,610141067;0,000535079;1,088376966;0,053507892;108,8376966
55;9A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
56;9A;1,464225476;0,000168386;0,260867463;0,016838593;26,08674631
57;9A;4,456338407;0,001559718;4,081574133;0,155971844;408,1574133
58;9A;22,40901599;0,039439868;220,8499745;0,788797363;4416,99949
59;9A;2,06901426;0,000336215;0,612991168;0,033621482;61,29911676
60;9A;2,737465021;0,000588555;1,224308841;0,058855498;122,4308841
61;9A;2,228169203;0,00038993;0,73617755;0,038992961;73,61775504
62;9A;1,368732511;0,000147139;0,220823794;0,014713874;22,08237936
63;9A;1,782535363;0,000249555;0,424148492;0,024955495;42,41484922
64;9A;1,114084602;9,74824E-05;0,132781463;0,00974824;13,27814633
48II;9A;1,018591636;8,14873E-05;0,106407174;0,008148733;10,6407174
1;9B;5,8;0,002642079;7,827682831;0,052841588;156,5536566
2;9B;9,9;0,007697687;29,33710221;0,153953748;586,7420443
3;9B;8,2;0,005281017;18,4177544;0,105620345;368,355088
4;9B;7;0,003848451;12,45775843;0,07696902;249,1551685
5;9B;11,5;0,010386891;42,48024489;0,207737814;849,6048977
6;9B;19,2;0,028952918;150,7439824;0,579058358;3014,879647
7;9B;17,7;0,024605739;123,2947514;0,492114781;2465,895028
8;9B;6;0,002827433;8,511662362;0,056548668;170,2332472
9;9B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
10;9B;16,4;0,021124069;102,1131789;0,42248138;2042,263579
11;9B;5,2;0,002123717;5,976499813;0,042474333;119,5299963
12;9B;8,2;0,005281017;18,4177544;0,105620345;368,355088
13;9B;31,5;0,077931133;512,30433;1,558622655;10246,0866
14;9B;8,2;0,005281017;18,4177544;0,105620345;368,355088
15;9B;17;0,022698007;111,5942796;0,453960138;2231,885592
16;9B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
17;9B;11,2;0,009852035;39,79425533;0,197040691;795,8851066
18;9B;16,3;0,020867244;100,5815256;0,417344876;2011,630512
19;9B;8,7;0,005944679;21,31840563;0,118893574;426,3681126
20;9B;37,4;0,109858354;783,0119267;2,19716707;15660,23853
21;9B;8;0,005026548;17,32758373;0,100530965;346,5516745
22;9B;9,5;0,007088218;26,49461889;0,141764368;529,8923778
23;9B;5;0,001963495;5,424472713;0,039269908;108,4894543
24;9B;9,7;0,007389811;27,89430874;0,147796226;557,8861749
25;9B;8,3;0,005410608;18,97774533;0,108212159;379,5549066
26;9B;8,9;0,006221139;22,54993813;0,124422777;450,9987625
27;9B;5;0,001963495;5,424472713;0,039269908;108,4894543
28;9B;8,8;0,006082123;21,92902542;0,121642468;438,5805084
29;9B;19,6;0,030171856;158,6234533;0,603437117;3172,469066
30;9B;17,4;0,023778715;118,1952002;0,475574296;2363,904004
31;9B;6,2;0,003019071;9,230017255;0,060381411;184,6003451
32;9B;10,4;0,008494867;33,13538565;0,169897331;662,707713
33;9B;21,9;0,037668481;208,6604098;0,753369626;4173,208195
34;9B;8,4;0,005541769;19,54774945;0,110835389;390,9549891
35;9B;6,6;0,003421194;10,77198433;0,068423888;215,4396865
36;9B;8,4;0,005541769;19,54774945;0,110835389;390,9549891
37;9B;15,5;0,018869191;88,8203079;0,377383818;1776,406158
38;9B;8,6;0,005808805;20,71802349;0,116176096;414,3604698
39;9B;7,2;0,004071504;13,3558412;0,081430082;267,1168241
40;9B;11,2;0,009852035;39,79425533;0,197040691;795,8851066
41;9B;5,8;0,002642079;7,827682831;0,052841588;156,5536566
42;9B;7,9;0,00490167;16,79728886;0,098033399;335,9457772
43;9B;20,7;0,033653526;181,5370909;0,673070518;3630,741819
44;9B;12,3;0,011882289;50,16007515;0,237645776;1003,201503
45;9B;16,7;0,021903969;106,7910971;0,438079388;2135,821943
46;9B;23,3;0,042638481;243,1863134;0,852769618;4863,726267
47;9B;12,7;0,012667687;54,28772504;0,25335374;1085,754501
48;9B;10,5;0,008659015;33,92824583;0,173180295;678,5649165
49;9B;7,3;0,004185387;13,81889877;0,083707736;276,3779754
50;9B;10;0,007853982;30,07479309;0,157079633;601,4958618
51;9B;11,4;0,010207035;41,5733035;0,204140691;831,46607
52;9B;22,6;0,040114997;225,5301461;0,802299932;4510,602922
53;9B;9,6;0,007238229;27,18910206;0,144764589;543,7820413
54;9B;9,3;0,006792909;25,13761174;0,135858174;502,7522347
55;9B;33,7;0,089196884;605,307609;1,78393768;12106,15218
56;9B;10,5;0,008659015;33,92824583;0,173180295;678,5649165
57;9B;7;0,003848451;12,45775843;0,07696902;249,1551685
58;9B;20,3;0,032365473;172,9917364;0,647309458;3459,834727
59;9B;5,4;0,002290221;6,560661469;0,045804421;131,2132294
